Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2017-12-18,UAE,210,EWR,ATH,B,,,,false,,2017-12-18T23:55,2017-12-19T00:04,,,,,2017-12-19T16:10,2017-12-19T16:13,Boeing 777-300 ER,,,,,,,,7f07fe96-a7a1-4702-ae8e-3234fb7d8e4b,daa8b561-0aed-4a16-ace4-f13fa6c6ea21,4427d229-a1e2-4955-81fa-9b5c0f103f12,cf45cd09-2351-45e6-bee2-e05eb99b1673,,78eac566-1ad0-4ded-9979-9510dfde05f2
2017-12-23,PGT,1192,ATH,SAW,,,,,false,,2017-12-23T11:30,2017-12-23T11:31,,,,,2017-12-23T13:55,2017-12-23T13:45,Airbus A320,,,,,,,,f6f1aee0-961f-43ff-8a9a-5b737d198b75,dedaba6b-ec59-4129-90c3-b98d4117d215,cf45cd09-2351-45e6-bee2-e05eb99b1673,ad9828a5-ff14-420e-8e16-4b9285c24552,,dd390a1f-e92a-4411-ab72-04db16d42030
2017-12-26,PGT,1099,SAW,MAD,,204A,1,,false,,2017-12-26T09:55,2017-12-26T09:55,,,,,2017-12-26T12:25,2017-12-26T12:30,Boeing 737-800,,,,,,,,3014318b-6ad9-4406-9859-bb3d67a3a3d0,dedaba6b-ec59-4129-90c3-b98d4117d215,ad9828a5-ff14-420e-8e16-4b9285c24552,f6e9455f-8a6d-4806-89c4-18c09a750f00,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2017-12-29,RYR,5482,MAD,OPO,1,C36,,,false,,2017-12-29T09:20,2017-12-29T10:46,,,,,2017-12-29T09:40,2017-12-29T10:59,Boeing 737-800,,,,,,,,b2d7ab76-9c4c-43e0-bb86-aa4f2dc214ad,89ad0292-b411-46f2-a3ad-27896d1be60b,f6e9455f-8a6d-4806-89c4-18c09a750f00,80f90779-f8b5-488b-9a2f-d2480b6b6790,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2018-01-01,TAP,1454,LIS,RAK,1,,2,,false,,2018-01-01T14:05,2018-01-01T14:12,,,,,2018-01-01T15:40,2018-01-01T15:38,Airbus A321,,,,,,,,e3d0d9a2-1907-4efd-a406-93577f394206,9c42a4f8-f9ce-47ad-b1e7-4e47b334f4d0,f16c846f-6351-43af-8ae8-28df302e7c24,afd2bec1-df2f-4126-95b8-fa33971a2afe,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2018-01-08,RYR,1445,VLC,MXP,1,D13,1,,false,,2018-01-08T13:15,2018-01-08T13:08,,,,,2018-01-08T15:10,2018-01-08T14:49,Boeing 737-800,,,,,,,,0db678eb-e77c-4e9f-a9ab-8bc7e381a733,89ad0292-b411-46f2-a3ad-27896d1be60b,7ba9a3aa-3e9e-4737-9bda-2ff3e00bfb69,4e2e7d0a-9203-4b17-a233-bf1913e06603,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-01-09,UAE,205,MXP,JFK,1,,4,,false,,2018-01-09T15:40,2018-01-09T15:38,,,,,2018-01-09T19:00,2018-01-09T18:18,,,,,,,,,8a971d6b-5400-4aca-a686-ca8818f18322,daa8b561-0aed-4a16-ace4-f13fa6c6ea21,4e2e7d0a-9203-4b17-a233-bf1913e06603,fc332185-4dde-4791-b449-0de5e83e47b9,,
2018-03-04,BAW,216,IAD,LHR,Main,,5,,false,,2018-03-04T18:25,2018-03-04T18:24,,,,,2018-03-05T06:30,2018-03-05T07:02,Boeing 747-400,,,,,,,,f068ce77-4c89-4b3f-b74f-fa4541013f16,0e7d613e-188c-4d20-95ee-ddc17c17de3d,519696f5-bda6-457c-ae4c-dd1cb07e20de,5a2a51a0-1a5b-42c9-b220-c61953fac034,,c71ef305-0d60-4253-9650-b4f6eaf4713c
2018-03-05,BAW,572,LHR,MXP,5,A7,1,,false,,2018-03-05T07:40,2018-03-05T07:38,,,,,2018-03-05T10:35,2018-03-05T10:38,Airbus A320,,,,,,,,b750afd9-f2b8-4c38-b699-b15e26df5724,0e7d613e-188c-4d20-95ee-ddc17c17de3d,5a2a51a0-1a5b-42c9-b220-c61953fac034,4e2e7d0a-9203-4b17-a233-bf1913e06603,,dd390a1f-e92a-4411-ab72-04db16d42030
2018-03-11,BAW,549,FCO,LHR,3,E16,5,,false,,2018-03-11T11:40,2018-03-11T11:41,,,,,2018-03-11T13:30,2018-03-11T13:28,Airbus A320,,,,,,,,a8bfe17c-697e-4be0-b359-662737fb2101,0e7d613e-188c-4d20-95ee-ddc17c17de3d,c1ae74d8-8361-4e5e-95e3-86a49e98df2a,5a2a51a0-1a5b-42c9-b220-c61953fac034,,dd390a1f-e92a-4411-ab72-04db16d42030
2018-03-11,BAW,293,LHR,IAD,5,B33,Main,,false,,2018-03-11T17:00,2018-03-11T17:01,,,,,2018-03-11T21:30,2018-03-11T21:01,Boeing 787-9,,,,,,,,c1f09eeb-5063-4d3d-89b8-eccb0937b61d,0e7d613e-188c-4d20-95ee-ddc17c17de3d,5a2a51a0-1a5b-42c9-b220-c61953fac034,519696f5-bda6-457c-ae4c-dd1cb07e20de,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2018-03-28,SVA,38,IAD,RUH,Main,,2,,false,,2018-03-28T17:00,2018-03-28T16:46,,,,,2018-03-29T12:30,2018-03-29T11:50,Boeing 777-300 ER,,,,,,,,9e68562c-806e-44a3-91ca-cef65643addb,31e2f7ba-bef9-4c31-a42d-86b8d926bba7,519696f5-bda6-457c-ae4c-dd1cb07e20de,56e3ef69-c3d7-40f5-9d89-15012cc9f138,,78eac566-1ad0-4ded-9979-9510dfde05f2
2018-03-29,SVA,560,RUH,DXB,2,,1,,false,,2018-03-29T16:05,2018-03-29T16:01,,,,,2018-03-29T19:00,2018-03-29T19:05,Boeing 777-300 ER,,,,,,,,56e2eb4d-b99f-4523-a45d-3825113fb9ba,31e2f7ba-bef9-4c31-a42d-86b8d926bba7,56e3ef69-c3d7-40f5-9d89-15012cc9f138,e8b51cb0-c41d-4224-b842-7f69655f8076,,78eac566-1ad0-4ded-9979-9510dfde05f2
2018-04-02,SVA,595,DXB,JED,1,D19,S,,false,,2018-04-02T23:00,2018-04-02T22:55,,,,,2018-04-03T01:20,2018-04-03T00:45,Boeing 777-300 ER,,,,,,,,6635daa4-620f-4289-ba10-f62f9db5c3e2,31e2f7ba-bef9-4c31-a42d-86b8d926bba7,e8b51cb0-c41d-4224-b842-7f69655f8076,93e8e4b0-4d2f-4b18-a38a-33a252487c0f,,78eac566-1ad0-4ded-9979-9510dfde05f2
2018-04-03,SVA,35,JED,IAD,S,,Main,,false,,2018-04-03T06:00,2018-04-03T05:59,,,,,2018-04-03T12:20,2018-04-03T12:14,Boeing 777-300 ER,,,,,,,,6de4653d-8943-482b-97cc-1b75756673b8,31e2f7ba-bef9-4c31-a42d-86b8d926bba7,93e8e4b0-4d2f-4b18-a38a-33a252487c0f,519696f5-bda6-457c-ae4c-dd1cb07e20de,,78eac566-1ad0-4ded-9979-9510dfde05f2
2018-05-06,UAL,106,IAD,MUC,Main,C12,2,H8,false,,2018-05-06T17:25,2018-05-06T17:23,,,,,2018-05-07T07:40,2018-05-07T07:05,Boeing 777-200 ER,,,,,,,,cf333565-7f93-48ec-b3f1-32e9f8470613,b57b4c86-4724-48f1-80be-d7de4036004a,519696f5-bda6-457c-ae4c-dd1cb07e20de,fed9a584-f1e1-4a40-af94-ffbeda5c5f0e,,a0f171e1-86df-426a-8922-e460c0660ae6
2018-05-07,UAL,6911,MUC,ISL,1,B8,I,,false,,2018-05-07T10:00,2018-05-07T10:02,,,,,2018-05-07T13:40,2018-05-07T13:40,Airbus A321,,,,,,,,fde09f36-7f14-4535-9046-71fc75ac0db9,b57b4c86-4724-48f1-80be-d7de4036004a,fed9a584-f1e1-4a40-af94-ffbeda5c5f0e,fda963e1-13cb-4c55-810f-41ce5f724d96,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2018-05-10,THY,7098,ESB,IGD,,301,,,false,,2018-05-10T13:45,,,,,,2018-05-10T15:25,,Boeing 737-800,,,,,,,,ea5ef2b1-128f-4646-8476-3de3173dc32f,4b6748ff-2354-4a00-b3f5-e0624c0b26b4,8eb9bb05-09c0-4528-b55e-ad3d8125edc5,ebfad333-5946-4c74-a2d1-09f466a215e9,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-05-20,CSN,6026,IKA,URC,,,3,,false,,2018-05-20T23:30,,,,,,2018-05-21T07:25,2018-05-21T07:25,Boeing 737-800,,,,,,,,48ddda5f-cf6d-48ec-8a5c-62890b1e0b4b,255d4d33-d2aa-4a84-bc7d-0613c507151f,5da5c5e0-0ff0-42ff-b2cf-56e39777c060,69533e3e-9b8d-4609-b30a-6957ba1e7a18,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-05-25,CSN,8751,URC,CSX,3,,2,,false,,2018-05-25T09:25,2018-05-25T09:01,,,,,2018-05-25T13:35,2018-05-25T13:16,Boeing 737-800,,,,,,,,a2d6033b-6ba6-42b8-b1ff-b57a5298f9e2,255d4d33-d2aa-4a84-bc7d-0613c507151f,69533e3e-9b8d-4609-b30a-6957ba1e7a18,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-06-24,CHH,7297,CSX,TYN,2,,T1,,false,,2018-06-24T16:45,2018-06-24T16:28,,,,,2018-06-24T18:50,2018-06-24T18:46,Boeing 737-800,,,,,,,,08836131-22fc-47d7-936f-ecd3ad217290,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,966a163f-6e10-411a-9afc-deea6a020e50,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-06-25,CSC,8531,TYN,DAT,T2,,,,false,,2018-06-25T11:20,2018-06-25T11:13,,,,,2018-06-25T12:10,2018-06-25T12:16,Airbus A320,,,,,,,,b0240ae9-f3c6-4ea0-a14a-97bc7d66eb8f,fab62880-f263-4586-866e-31876e29d6e3,966a163f-6e10-411a-9afc-deea6a020e50,4f9e9442-33e1-47fa-88b5-6bf9c56d512c,,dd390a1f-e92a-4411-ab72-04db16d42030
2018-07-02,CCA,1669,TSN,CSX,T2,,1,,false,,2018-07-02T17:10,2018-07-02T17:03,,,,,2018-07-02T19:30,2018-07-02T19:31,Boeing 737-800,,,,,,,,110bfb74-c9e2-4c5d-8056-c6a8acfb1fbc,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,c764f201-adb1-49ab-93d4-a603240dad38,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-07-19,CHH,7866,CSX,URC,2,,2,,false,,2018-07-19T20:20,2018-07-19T20:42,,,,,2018-07-20T00:55,2018-07-20T01:39,Boeing 737-700,,,,,,,,e307008e-7d7b-429b-b2b9-3c43544d3e4e,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,69533e3e-9b8d-4609-b30a-6957ba1e7a18,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-07-20,CHH,7891,URC,KHG,2,,,,false,,2018-07-20T08:20,2018-07-20T08:28,,,,,2018-07-20T10:15,2018-07-20T10:18,Boeing 737-800,,,,,,,,d6df3291-b036-479a-bbf0-e87b9cb2fc8c,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,69533e3e-9b8d-4609-b30a-6957ba1e7a18,71f64f7c-bc60-4f5a-bc53-e78b55ceafca,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-08-11,CSN,6806,KHG,URC,,,3,,false,,2018-08-11T18:10,2018-08-11T17:50,,,,,2018-08-11T20:00,2018-08-11T19:42,Boeing 737-800,,,,,,,,6c34ece2-b0ff-472b-968e-7ce4707fe8ff,255d4d33-d2aa-4a84-bc7d-0613c507151f,71f64f7c-bc60-4f5a-bc53-e78b55ceafca,69533e3e-9b8d-4609-b30a-6957ba1e7a18,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-08-14,CSN,6694,SHF,KHG,,,,,false,,2018-08-14T21:20,2018-08-14T20:53,,,,,2018-08-14T23:30,2018-08-14T23:08,Embraer 190,,,,,,,,ced16ae6-e84e-4d5f-8bb2-ea6253f0d89b,255d4d33-d2aa-4a84-bc7d-0613c507151f,c83f4faa-c4f4-4b97-ad07-c1091c27e7f7,71f64f7c-bc60-4f5a-bc53-e78b55ceafca,,fb807099-ea21-44f1-afb3-388faab25ae3
2018-08-19,CUH,2545,KHG,LHW,,,T1,,false,,2018-08-19T16:25,2018-08-19T16:08,,,,,2018-08-19T20:15,2018-08-19T19:38,Boeing 737-800,,,,,,,,2904f99e-6897-4044-ae6b-28e98bca961e,9a7eff38-fb21-4549-97f7-69938b4e0ae2,71f64f7c-bc60-4f5a-bc53-e78b55ceafca,c704382d-5f56-409d-a4ad-aa1f51b3b179,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-08-20,CSN,6930,LHW,CSX,T2,,2,,false,,2018-08-20T18:50,2018-08-20T20:20,,,,,2018-08-20T21:10,2018-08-20T22:47,Airbus A320,,,,,,,,bb4189fb-219b-4493-a5de-323b5ee21d24,255d4d33-d2aa-4a84-bc7d-0613c507151f,c704382d-5f56-409d-a4ad-aa1f51b3b179,86baea5b-ada7-4048-b0f9-e647cf3e2e15,,dd390a1f-e92a-4411-ab72-04db16d42030
2018-08-27,CHH,7923,CSX,LAX,2,,TBIT,,false,,2018-08-27T22:15,2018-08-27T22:03,,,,,2018-08-27T20:00,2018-08-27T19:45,Boeing 787-9,,,,,,,,173ed75e-1f92-4ae9-bb6f-6664b4ac6f3f,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,86baea5b-ada7-4048-b0f9-e647cf3e2e15,25b8d712-9888-423f-868d-b25f1d184aaf,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2018-08-27,ASA,1114,LAX,IAD,,,Main,,false,,2018-08-27T22:50,2018-08-27T22:53,,,,,2018-08-28T06:51,2018-08-28T06:53,Airbus A321neo,,,,,,,,5d66ff5d-59e3-4d49-b4e9-0e56e72149b4,45411282-5411-46ac-89ce-720ab9efe700,25b8d712-9888-423f-868d-b25f1d184aaf,519696f5-bda6-457c-ae4c-dd1cb07e20de,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2018-11-22,JBU,590,DCA,BOS,Main,,,,false,,2018-11-22T14:11,2018-11-22T13:55,,,,,2018-11-22T15:41,2018-11-22T15:02,Embraer 190,,,,,,,,f6581c83-a656-4482-9604-7336666d9179,765155ec-70b3-4183-9cd3-10d1f5127405,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,813ec62f-c303-44d9-a041-a4434d6fd652,,fb807099-ea21-44f1-afb3-388faab25ae3
2018-11-25,DAL,6125,BOS,LGA,,,,,false,,2018-11-25T12:00,2018-11-25T11:49,,,,,2018-11-25T13:17,2018-11-25T13:07,Embraer 170,,,,,,,,ade2afa6-4e3e-4560-b6ac-846994f4cb36,a8765091-d043-44b1-936c-d217bb519e56,813ec62f-c303-44d9-a041-a4434d6fd652,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,2acf1934-38ee-4709-8efa-7018f9be5222
2018-11-25,DAL,6143,LGA,DCA,,,,,false,,2018-11-25T13:59,2018-11-25T14:44,,,,,2018-11-25T15:17,2018-11-25T16:01,Embraer 170,,,,,,,,d1bce7e1-d68a-4b21-b3c2-c3578c2fa1a3,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,,2acf1934-38ee-4709-8efa-7018f9be5222
2018-12-16,CMP,305,IAD,PTY,Main,A19,,8,false,,2018-12-16T15:29,2018-12-16T15:29,,,,,2018-12-16T20:34,2018-12-16T20:25,Boeing 737-800,,,,,,,,c7dc0b20-fbc0-4f80-ac56-55fe3cab40af,54c03f68-6d92-4ec3-8416-b960e9fb093f,519696f5-bda6-457c-ae4c-dd1cb07e20de,ac23b418-d8ce-4c2a-b264-04046fd33b08,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-12-16,CMP,277,PTY,SCL,,16,,,false,,2018-12-16T21:18,2018-12-16T21:15,,,,,2018-12-17T05:44,2018-12-17T05:32,Boeing 737-800,,,,,,,,eb7d227d-0cf4-4ab4-afd0-c2cac7f45861,54c03f68-6d92-4ec3-8416-b960e9fb093f,ac23b418-d8ce-4c2a-b264-04046fd33b08,3bec8958-b68e-4e4b-9e12-cb5ccf89bc63,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-12-21,LAN,843,SCL,IPC,,19A,,,false,,2018-12-21T06:30,2018-12-21T07:12,,,,,2018-12-21T09:40,2018-12-21T10:12,Boeing 787-9,,,,,,,,78ca32f7-665e-4359-b200-3a66e799265c,ce84921d-eb9e-4443-8925-a9923a70dcd1,3bec8958-b68e-4e4b-9e12-cb5ccf89bc63,e262cb2a-4094-4968-9119-76b6bb78cab1,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2018-12-25,LAN,844,IPC,SCL,,,,,false,,2018-12-25T11:40,2018-12-25T11:36,,,,,2018-12-25T18:30,2018-12-25T18:04,Boeing 787-9,,,,,,,,a78996ea-1025-48c1-9a28-75c5d5f41245,ce84921d-eb9e-4443-8925-a9923a70dcd1,e262cb2a-4094-4968-9119-76b6bb78cab1,3bec8958-b68e-4e4b-9e12-cb5ccf89bc63,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2018-12-26,SKU,9,SCL,PUQ,,23,,,false,,2018-12-26T17:00,2018-12-26T17:17,,,,,2018-12-26T20:20,2018-12-26T20:34,Airbus A319,,,,,,,,4ea44175-1e31-4f14-a960-34652757fbd2,f1d07f3c-04d4-4cc1-ba86-3a083d851fc9,3bec8958-b68e-4e4b-9e12-cb5ccf89bc63,cf7f07e5-603a-40ef-8d6b-79a5935d8736,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2019-01-03,ARG,1870,FTE,USH,1,2,,,false,,2019-01-03T08:45,2019-01-03T08:43,,,,,2019-01-03T10:05,2019-01-03T10:17,Boeing 737-800,,,,,,,,d80e1168-24bc-4829-acf3-6d14cd0df6d9,f8c9b9cb-eb80-4c07-b028-4f4eb6a09c55,bfd75ae4-967e-4d26-9e56-f71e094c47d9,bf33ab30-7a66-4a41-8e94-2df80e93b460,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2019-01-05,DSM,7748,USH,AEP,1,6,A2,,false,,2019-01-05T16:20,2019-01-05T16:23,,,,,2019-01-05T19:47,2019-01-05T19:48,Airbus A320,,,,,,,,d0216e26-74f3-42da-b7bb-f5af10260aa2,f73b2eb2-7212-4e72-b9a4-c5267774edb7,bf33ab30-7a66-4a41-8e94-2df80e93b460,33907bef-b4c2-4df2-b464-52f95c71fed3,,dd390a1f-e92a-4411-ab72-04db16d42030
2019-01-08,CMP,364,EZE,PTY,A,*01*,,24,false,,2019-01-08T04:43,2019-01-08T04:35,,,,,2019-01-08T10:13,2019-01-08T09:52,Boeing 737 MAX 9,,,,,,,,c58b54a3-eeea-4652-b8a5-908da19c24ad,54c03f68-6d92-4ec3-8416-b960e9fb093f,de292294-f7c0-4b76-ae80-ead515d9643c,ac23b418-d8ce-4c2a-b264-04046fd33b08,,8240381a-dce7-4694-a1d8-4769a0c6507a
2019-01-08,CMP,404,PTY,IAD,,22,Main,A19,false,,2019-01-08T21:44,2019-01-08T21:44,,,,,2019-01-09T02:22,2019-01-09T02:33,,,,,,,,,d4410403-faf6-4235-b774-0249fc7cc329,54c03f68-6d92-4ec3-8416-b960e9fb093f,ac23b418-d8ce-4c2a-b264-04046fd33b08,519696f5-bda6-457c-ae4c-dd1cb07e20de,,
2019-03-01,AVA,581,IAD,SAL,Main,B48,,,false,,2019-03-01T10:10,2019-03-01T09:58,,,,,2019-03-01T13:45,2019-03-01T13:48,Airbus A320,,,,,,,,9ce858f5-ff51-4cf0-8ca8-208b9e9a5a18,cedca8d2-45a5-49f0-8c36-ec15d82a8e4f,519696f5-bda6-457c-ae4c-dd1cb07e20de,7e3afe07-2969-4975-96f1-7a6783ff9885,,5abf9f45-a4ac-48dc-bd62-b6b0a6f31bb8
2019-03-03,AVA,371,SAL,CTG,,,,,false,,2019-03-03T08:25,2019-03-03T09:13,,,,,2019-03-03T11:55,2019-03-03T12:26,Embraer 190,,,,,,,,098fdc67-030d-4ec0-a9b9-a9b7b89755b6,cedca8d2-45a5-49f0-8c36-ec15d82a8e4f,7e3afe07-2969-4975-96f1-7a6783ff9885,e48e9925-1921-44f4-8e96-674e78de9138,,fb807099-ea21-44f1-afb3-388faab25ae3
2019-03-08,ARE,4141,SMR,BOG,1,4,1,12,false,,2019-03-08T08:56,2019-03-08T08:57,,,,,2019-03-08T10:23,2019-03-08T10:16,Airbus A319,,,,,,,,9987b7d7-5dd7-408e-8c2f-d167bb410eeb,24b8a95c-871d-4b16-8f05-4f7b2c9b21df,6db633f8-9081-4804-84dd-c0e904d60f30,36eebc9d-1c35-4d11-a1a9-11442d330e51,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2019-03-10,AVA,94,BOG,SAL,1,47,,,false,,2019-03-10T12:05,2019-03-10T11:57,,,,,2019-03-10T14:06,2019-03-10T14:06,Airbus A320,,,,,,,,f714801a-02c5-4138-af83-ef9de5ca724e,cedca8d2-45a5-49f0-8c36-ec15d82a8e4f,36eebc9d-1c35-4d11-a1a9-11442d330e51,7e3afe07-2969-4975-96f1-7a6783ff9885,,dd390a1f-e92a-4411-ab72-04db16d42030
2019-03-10,AVA,580,SAL,IAD,,,Main,B48,false,,2019-03-10T14:57,2019-03-10T14:52,,,,,2019-03-10T21:10,2019-03-10T21:21,Airbus A320,,,,,,,,a95bade3-d74c-49c9-bec7-b19b9ebe68bf,cedca8d2-45a5-49f0-8c36-ec15d82a8e4f,7e3afe07-2969-4975-96f1-7a6783ff9885,519696f5-bda6-457c-ae4c-dd1cb07e20de,,dd390a1f-e92a-4411-ab72-04db16d42030
2019-03-16,AAL,5607,DCA,BDL,C,35X,A,27,false,,2019-03-16T10:20,2019-03-16T10:25,,,,,2019-03-16T11:50,2019-03-16T11:31,Bombardier CRJ200,,,,,,,,a4c4801d-e0d4-41f2-a0ee-21cef6cec8f6,ae1fc6a5-c42d-4e70-ba63-d641d248d270,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,,758963aa-0757-419b-975d-20740a3ab5b8
2019-03-17,AAL,4711,BDL,DCA,,,,,false,,2019-03-17T11:53,2019-03-17T11:43,,,,,2019-03-17T13:19,2019-03-17T13:13,Embraer 175,,,,,,,,a524de5e-3e99-4ca5-9cf6-92db8567040a,ae1fc6a5-c42d-4e70-ba63-d641d248d270,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,,36728d5b-40cd-46ec-93ba-8822376b565d
2019-04-17,CCA,818,IAD,PEK,Main,A25,3,,false,,2019-04-17T16:05,,,,,,2019-04-18T18:05,2019-04-18T18:20,Boeing 777-300 ER,,,,,,,,93adb577-5cd9-4f3d-858d-dab03dd51eaa,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,519696f5-bda6-457c-ae4c-dd1cb07e20de,fa495023-95f7-46c7-abf5-69a5f2120d69,,78eac566-1ad0-4ded-9979-9510dfde05f2
2019-04-18,CCA,947,PEK,DEL,3,E32,T3,,false,,2019-04-18T20:40,2019-04-18T22:10,,,,,2019-04-19T01:35,2019-04-19T02:57,Airbus A330-300,,,,,,,,09d0de19-4673-44d1-ac40-323409d64d0f,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,fa495023-95f7-46c7-abf5-69a5f2120d69,8efaad68-a8cb-45c5-b819-dfeb8cbe505b,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2019-04-20,VTI,955,DEL,BOM,3,39B,2,,false,,2019-04-20T17:45,2019-04-20T17:56,,,,,2019-04-20T20:10,2019-04-20T19:55,Airbus A320neo,,,,,,,,7484b577-ef3d-40d8-adc2-8068b9298b3a,8eb49091-e9b4-4422-9a36-9792a06d30cc,8efaad68-a8cb-45c5-b819-dfeb8cbe505b,2a6e27e3-f8ac-493e-adef-ee363a722a29,,fc3bd268-833c-40f4-a74c-9512dabcbe08
2019-04-22,CCA,890,BOM,PEK,2,77,3,,false,,2019-04-22T02:35,,,,,,2019-04-22T11:30,2019-04-22T11:30,Airbus A330-300,,,,,,,,25eed5d9-f02e-472c-b752-ca85413d2ca5,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,2a6e27e3-f8ac-493e-adef-ee363a722a29,fa495023-95f7-46c7-abf5-69a5f2120d69,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2019-04-22,CCA,817,PEK,IAD,3,E35,Main,A25,false,,2019-04-22T12:45,2019-04-22T12:44,,,,,2019-04-22T14:05,2019-04-22T14:45,Boeing 777-300 ER,,,,,,,,45458215-5ff7-4387-88d8-584afe7ad434,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,fa495023-95f7-46c7-abf5-69a5f2120d69,519696f5-bda6-457c-ae4c-dd1cb07e20de,,78eac566-1ad0-4ded-9979-9510dfde05f2
2019-05-11,QTR,708,IAD,DOH,Main,,,,false,,2019-05-11T20:25,,,,,,2019-05-12T16:15,2019-05-12T16:10,Boeing 777-300 ER,,,,,,,,c3faf9a0-3bb7-4b9d-b7d5-3e71d58907bd,bbe2cc40-79ca-446a-8105-cbb932b064f0,519696f5-bda6-457c-ae4c-dd1cb07e20de,570ae63e-c342-4fdb-b344-554184c13f1b,,78eac566-1ad0-4ded-9979-9510dfde05f2
2019-05-14,QTR,874,DOH,CAN,T1,A5,1,,false,,2019-05-14T02:45,2019-05-14T03:04,,,,,2019-05-14T15:30,2019-05-14T15:50,,,,,,,,,0970ef2c-991e-4821-9750-b993be271a2c,bbe2cc40-79ca-446a-8105-cbb932b064f0,570ae63e-c342-4fdb-b344-554184c13f1b,7436d9ad-c589-49cb-9578-7762e8598fdc,,
2019-05-24,CSC,8952,CSX,CKG,2,34,T2A,,false,,2019-05-24T20:35,2019-05-24T20:45,,,,,2019-05-24T22:10,2019-05-24T22:38,Airbus A320,,,,,,,,42304180-152d-46fb-8ac1-8bb583ed5828,fab62880-f263-4586-866e-31876e29d6e3,86baea5b-ada7-4048-b0f9-e647cf3e2e15,e1bae218-a685-4595-9d35-a07859dcfbc0,,dd390a1f-e92a-4411-ab72-04db16d42030
2019-05-25,QTR,881,CKG,DOH,T3,,T1,,false,,2019-05-25T01:50,2019-05-25T01:43,,,,,2019-05-25T05:45,2019-05-25T05:26,Airbus A330-300,,,,,,,,3f3d7223-fafb-42db-94a5-2ed8cf93219e,bbe2cc40-79ca-446a-8105-cbb932b064f0,e1bae218-a685-4595-9d35-a07859dcfbc0,570ae63e-c342-4fdb-b344-554184c13f1b,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
